age,occupation,monthly_income,expenses,fixed_expenses,variable_expenses,has_loans,debt_amount,monthly_emi,savings,emergency_fund,invests,investment_type,risk_appetite,short_term_goals,long_term_goals,financial_health
41,Retired,94573,53757,11535,42222,False,0,0,40816,31511,True,Stocks,Low,Buy Car,Kids Education,Average
42,Retired,113175,45362,14556,30806,True,1191753,24647,43166,305093,False,None,Low,Emergency Fund,Start Business,Good
55,Business,140099,93303,50038,43265,False,0,0,46796,341765,True,Real Estate,High,Buy Car,Kids Education,Good
38,Self-employed,189569,119705,33590,86115,False,0,0,69864,236651,True,Stocks,High,Emergency Fund,Start Business,Average
60,Business,180398,100426,39070,61356,True,1199476,47659,32313,392871,True,Gold,High,Upgrade Lifestyle,Start Business,Average
43,Student,139580,113799,37327,76472,True,1165065,24509,1272,100603,True,Real Estate,High,Buy Car,Wealth Creation,Poor
40,Business,78653,49327,12071,37256,False,0,0,29326,438332,False,None,High,Buy Car,Retirement,Good
52,Retired,121761,87247,28225,59022,True,1830862,31890,2624,454559,False,None,High,Buy Car,Retirement,Poor
52,Student,10151,5027,1414,3613,False,0,0,5124,466455,False,None,High,Buy Car,Retirement,Good
46,Self-employed,196335,169635,95102,74533,True,875426,12261,14439,221121,True,Gold,High,Buy Car,Wealth Creation,Poor
44,Student,91744,37348,11924,25424,True,1338103,25129,29267,163184,False,None,Low,Buy Car,Kids Education,Good
20,Retired,168259,117303,29192,88111,True,599247,37015,13941,443470,False,None,Moderate,Pay Debt,Retirement,Poor
43,Salaried,189924,80764,21014,59750,False,0,0,109160,405018,True,Mutual Funds,Moderate,Pay Debt,Buy House,Good
38,Retired,23803,12659,7349,5310,False,0,0,11144,259882,True,Real Estate,Moderate,Buy Car,Kids Education,Good
60,Student,45119,24805,9508,15297,True,1736155,9403,10911,182416,False,None,High,Upgrade Lifestyle,Wealth Creation,Good
26,Salaried,106861,61959,12667,49292,True,402811,42278,2624,116136,True,Crypto,Moderate,Buy Car,Buy House,Poor
30,Student,129431,103632,44932,58700,True,1475908,47511,0,143743,False,None,High,Upgrade Lifestyle,Retirement,Poor
54,Student,169920,147536,40761,106775,False,0,0,22384,216311,False,None,Moderate,Emergency Fund,Retirement,Average
22,Salaried,92317,71284,41566,29718,True,1154182,15729,5304,408523,False,None,High,Pay Debt,Buy House,Poor
52,Business,134960,92557,53003,39554,True,871997,35210,7193,122694,False,None,High,Vacation,Buy House,Poor
57,Self-employed,111646,97028,42200,54828,False,0,0,14618,298024,True,Real Estate,High,Buy Car,Kids Education,Average
26,Business,137651,75579,29443,46136,False,0,0,62072,120236,False,None,Low,Emergency Fund,Buy House,Average
44,Self-employed,84039,54764,18690,36074,True,1229101,2148,27127,182004,False,None,Low,Emergency Fund,Buy House,Good
51,Student,23749,16430,8904,7526,True,1531154,30560,0,333638,True,Gold,High,Vacation,Kids Education,Poor
25,Self-employed,152392,120442,49774,70668,True,1398815,33827,0,376489,True,Gold,Low,Pay Debt,Retirement,Poor
35,Business,144435,59566,28969,30597,False,0,0,84869,292919,True,Mutual Funds,High,Emergency Fund,Retirement,Good
51,Self-employed,74453,46560,14844,31716,False,0,0,27893,224378,False,None,High,Upgrade Lifestyle,Wealth Creation,Good
47,Self-employed,25680,12365,2761,9604,False,0,0,13315,460136,True,Real Estate,Low,Upgrade Lifestyle,Buy House,Good
30,Student,119466,69787,24735,45052,True,666905,32622,17057,16266,True,FD,Moderate,Pay Debt,Wealth Creation,Average
41,Salaried,121714,70436,36041,34395,False,0,0,51278,303760,True,Crypto,Moderate,Emergency Fund,Retirement,Good
59,Student,16645,7569,1885,5684,True,1547961,15103,0,93675,False,None,High,Pay Debt,Buy House,Poor
54,Salaried,171187,121537,67629,53908,False,0,0,49650,75753,True,Real Estate,Moderate,Upgrade Lifestyle,Kids Education,Average
39,Student,146269,107112,23706,83406,True,1641689,26011,13146,381313,True,FD,Low,Buy Car,Kids Education,Poor
36,Business,35983,21886,12174,9712,False,0,0,14097,300844,True,Gold,Moderate,Pay Debt,Buy House,Good
36,Business,147423,80311,20506,59805,True,1408705,32591,34521,116851,True,None,High,Emergency Fund,Retirement,Average
25,Student,167321,87844,43775,44069,False,0,0,79477,216176,True,None,Low,Upgrade Lifestyle,Start Business,Average
22,Salaried,161514,70786,42468,28318,False,0,0,90728,343395,True,Stocks,Low,Vacation,Kids Education,Good
37,Self-employed,41369,27794,9732,18062,False,0,0,13575,208350,True,Mutual Funds,High,Emergency Fund,Buy House,Good
46,Retired,124785,51115,13567,37548,False,0,0,73670,1332,False,None,Low,Emergency Fund,Wealth Creation,Average
55,Retired,63276,44883,9479,35404,True,1376722,49127,0,487875,False,None,Moderate,Emergency Fund,Buy House,Poor
43,Business,198286,79362,33436,45926,False,0,0,118924,214564,True,Mutual Funds,Low,Upgrade Lifestyle,Retirement,Average
60,Business,88462,63811,21352,42459,False,0,0,24651,426980,True,FD,Low,Emergency Fund,Kids Education,Good
43,Retired,138342,71364,28749,42615,True,484945,38143,28835,337233,True,Mutual Funds,High,Vacation,Kids Education,Good
28,Salaried,15331,12175,6443,5732,True,265947,16448,0,423038,False,None,High,Buy Car,Kids Education,Poor
49,Student,71434,37435,13631,23804,False,0,0,33999,327900,False,None,Moderate,Buy Car,Buy House,Good
47,Retired,173667,89901,29723,60178,False,0,0,83766,125125,False,None,Moderate,Buy Car,Start Business,Average
54,Student,54884,39457,20408,19049,False,0,0,15427,258926,True,Stocks,High,Pay Debt,Retirement,Good
45,Self-employed,30490,19727,7868,11859,True,1541479,36297,0,366770,True,FD,Low,Buy Car,Wealth Creation,Poor
27,Salaried,86961,60900,32968,27932,True,1717759,48965,0,34188,True,Crypto,High,Vacation,Wealth Creation,Poor
20,Retired,136856,69445,33529,35916,True,1348557,34487,32924,92492,True,Stocks,Moderate,Emergency Fund,Start Business,Average
29,Business,33764,27594,7212,20382,False,0,0,6170,337788,True,Real Estate,High,Upgrade Lifestyle,Buy House,Average
54,Salaried,73127,61081,12543,48538,False,0,0,12046,493595,True,FD,Moderate,Vacation,Start Business,Average
39,Retired,147396,65024,20892,44132,False,0,0,82372,7657,True,Real Estate,Low,Emergency Fund,Retirement,Average
38,Self-employed,48217,31030,6405,24625,False,0,0,17187,234113,False,None,Moderate,Vacation,Buy House,Good
42,Student,27067,11587,3503,8084,True,1479042,6552,8928,243035,False,None,Low,Emergency Fund,Wealth Creation,Good
29,Salaried,20231,14037,3195,10842,False,0,0,6194,252209,False,None,High,Upgrade Lifestyle,Wealth Creation,Good
59,Salaried,21099,13013,5417,7596,False,0,0,8086,427299,True,Gold,Moderate,Emergency Fund,Retirement,Good
20,Student,92960,77044,20143,56901,False,0,0,15916,198864,True,Gold,Low,Emergency Fund,Buy House,Average
32,Retired,46028,34590,17183,17407,False,0,0,11438,496628,True,Real Estate,High,Emergency Fund,Wealth Creation,Good
52,Business,156184,119463,56997,62466,False,0,0,36721,70820,False,None,Low,Pay Debt,Start Business,Average
35,Self-employed,166171,118178,34997,83181,False,0,0,47993,66217,False,None,High,Pay Debt,Wealth Creation,Average
51,Retired,123873,97780,41810,55970,True,1351813,27157,0,189227,True,Stocks,Moderate,Emergency Fund,Start Business,Poor
25,Salaried,157484,76744,25755,50989,False,0,0,80740,39752,False,None,Moderate,Upgrade Lifestyle,Kids Education,Average
28,Student,110567,81008,46579,34429,True,1575419,23536,6023,206813,True,Crypto,High,Buy Car,Kids Education,Poor
34,Business,156966,126261,42463,83798,True,1393723,5082,25623,145754,True,FD,High,Buy Car,Kids Education,Average
27,Salaried,126013,68025,38182,29843,True,904394,17681,40307,191727,False,None,Low,Upgrade Lifestyle,Retirement,Average
45,Self-employed,120273,84220,46327,37893,True,1440123,44733,0,398084,True,FD,Moderate,Buy Car,Start Business,Poor
36,Salaried,158469,141091,37368,103723,True,292034,44123,0,390138,True,None,High,Upgrade Lifestyle,Kids Education,Poor
30,Student,64935,56221,26810,29411,True,101551,25273,0,371460,True,Real Estate,Moderate,Buy Car,Buy House,Poor
32,Student,11835,6502,1693,4809,True,1002650,28886,0,479549,True,Stocks,High,Emergency Fund,Buy House,Poor
48,Business,105575,70091,21444,48647,True,95979,10167,25317,13672,False,None,Moderate,Pay Debt,Buy House,Average
30,Retired,131840,95155,22061,73094,False,0,0,36685,481400,False,None,High,Pay Debt,Retirement,Good
50,Self-employed,164019,102176,35699,66477,False,0,0,61843,347436,False,None,High,Buy Car,Buy House,Good
38,Student,86492,52145,14061,38084,True,1848846,14445,19902,66374,True,Gold,Moderate,Vacation,Start Business,Average
53,Salaried,179955,118902,69634,49268,True,1787416,28602,32451,12363,True,Gold,Low,Upgrade Lifestyle,Retirement,Average
42,Salaried,62754,42681,22939,19742,True,71266,45650,0,8033,False,None,High,Upgrade Lifestyle,Buy House,Poor
29,Retired,179034,76590,25702,50888,False,0,0,102444,298161,True,FD,Low,Pay Debt,Kids Education,Good
40,Self-employed,36343,19620,7191,12429,False,0,0,16723,452269,False,None,Moderate,Emergency Fund,Kids Education,Good
32,Self-employed,177578,98475,42310,56165,False,0,0,79103,373545,True,Real Estate,Low,Buy Car,Retirement,Good
31,Business,128015,89636,49091,40545,False,0,0,38379,428173,False,None,High,Emergency Fund,Start Business,Good
35,Self-employed,154155,124273,31612,92661,True,1518410,44644,0,135289,True,None,Moderate,Upgrade Lifestyle,Buy House,Poor
53,Self-employed,81905,59570,35225,24345,True,1341579,4929,17406,18217,False,None,Low,Pay Debt,Kids Education,Average
27,Self-employed,137399,66298,30210,36088,False,0,0,71101,473790,False,None,Moderate,Buy Car,Retirement,Good
32,Student,103656,50745,10552,40193,True,615415,20166,32745,282799,False,None,Moderate,Vacation,Kids Education,Good
36,Retired,102324,68435,20589,47846,False,0,0,33889,184610,False,None,High,Vacation,Buy House,Average
43,Student,31031,23196,6506,16690,True,1145578,36384,0,186802,True,None,Moderate,Upgrade Lifestyle,Wealth Creation,Poor
51,Student,117014,61537,24879,36658,True,772415,5918,49559,248160,False,None,Moderate,Upgrade Lifestyle,Wealth Creation,Good
42,Salaried,138578,120028,37510,82518,True,1310983,14406,4144,146928,False,None,Moderate,Buy Car,Kids Education,Poor
41,Student,198721,129528,29689,99839,False,0,0,69193,153868,True,Mutual Funds,High,Pay Debt,Buy House,Average
60,Retired,28468,19717,6316,13401,True,881826,26727,0,345436,True,None,High,Upgrade Lifestyle,Kids Education,Poor
49,Student,191372,128361,45446,82915,False,0,0,63011,197620,False,None,High,Buy Car,Wealth Creation,Average
27,Student,172272,125922,51518,74404,True,1591146,26054,20296,353045,False,None,Low,Emergency Fund,Retirement,Average
49,Salaried,131656,53718,23982,29736,False,0,0,77938,176913,False,None,High,Emergency Fund,Kids Education,Good
52,Business,178996,120651,62291,58360,False,0,0,58345,474017,False,None,Low,Pay Debt,Buy House,Good
31,Student,163863,105140,51187,53953,True,433780,25137,33586,19264,False,None,Moderate,Pay Debt,Start Business,Average
24,Self-employed,96674,40475,24113,16362,True,107472,25648,30551,188016,False,None,High,Pay Debt,Start Business,Good
33,Self-employed,108288,67668,21222,46446,False,0,0,40620,491418,True,Real Estate,Low,Emergency Fund,Retirement,Good
49,Salaried,109489,79270,30198,49072,False,0,0,30219,95630,False,None,Low,Pay Debt,Wealth Creation,Average
27,Salaried,96896,69441,24232,45209,True,291762,34907,0,186441,True,Stocks,Low,Emergency Fund,Retirement,Poor
30,Salaried,102378,86705,38389,48316,True,549808,31737,0,228250,False,None,High,Emergency Fund,Start Business,Poor
32,Self-employed,10442,6116,2797,3319,True,376710,19515,0,122425,True,Gold,Moderate,Emergency Fund,Wealth Creation,Poor
46,Self-employed,78865,34543,19728,14815,False,0,0,44322,431223,True,Real Estate,Moderate,Upgrade Lifestyle,Kids Education,Good
56,Salaried,42928,35319,20010,15309,False,0,0,7609,340644,True,Mutual Funds,High,Pay Debt,Start Business,Average
37,Student,38831,25469,7251,18218,False,0,0,13362,41865,False,None,Moderate,Upgrade Lifestyle,Retirement,Average
39,Retired,20801,10021,2357,7664,False,0,0,10780,83061,True,Crypto,High,Pay Debt,Buy House,Good
51,Business,178387,119606,58238,61368,True,1277905,12522,46259,192464,True,Crypto,Moderate,Buy Car,Buy House,Average
27,Business,78768,53386,28142,25244,True,514303,4700,20682,341269,False,None,High,Pay Debt,Start Business,Good
20,Retired,29082,12532,3340,9192,False,0,0,16550,414694,True,Real Estate,Moderate,Vacation,Buy House,Good
51,Business,40466,33130,9644,23486,False,0,0,7336,87640,True,Crypto,Low,Vacation,Kids Education,Average
23,Retired,103570,42487,11656,30831,False,0,0,61083,22193,False,None,Moderate,Pay Debt,Buy House,Average
30,Salaried,187976,136462,35588,100874,False,0,0,51514,421711,False,None,Low,Emergency Fund,Start Business,Good
22,Salaried,102569,74618,21672,52946,True,1678098,8843,19108,268112,True,Gold,High,Upgrade Lifestyle,Wealth Creation,Average
30,Business,157399,88428,44295,44133,False,0,0,68971,489878,True,Gold,Low,Upgrade Lifestyle,Kids Education,Good
60,Retired,94337,78865,19660,59205,True,1316373,26242,0,329016,False,None,High,Pay Debt,Kids Education,Poor
21,Business,102159,65143,32518,32625,True,81889,18238,18778,144595,True,None,Moderate,Emergency Fund,Buy House,Average
47,Student,132378,77417,39911,37506,True,1253376,27494,27467,369257,False,None,High,Emergency Fund,Start Business,Good
31,Salaried,127651,114278,64270,50008,False,0,0,13373,239281,True,Mutual Funds,Low,Pay Debt,Retirement,Average
54,Self-employed,119797,96414,48219,48195,True,1424357,7072,16311,483140,False,None,Low,Buy Car,Retirement,Average
22,Business,115918,94867,40960,53907,True,1553726,30163,0,74984,False,None,Low,Upgrade Lifestyle,Kids Education,Poor
34,Retired,19078,14653,8531,6122,False,0,0,4425,73292,False,None,Low,Upgrade Lifestyle,Retirement,Good
45,Self-employed,100826,90568,33310,57258,False,0,0,10258,116195,False,None,Low,Buy Car,Retirement,Average
55,Business,195331,147407,81808,65599,True,1234984,9120,38804,497546,False,None,Moderate,Emergency Fund,Retirement,Average
38,Self-employed,166307,142324,73130,69194,True,124417,43204,0,118050,True,None,Low,Emergency Fund,Wealth Creation,Poor
35,Salaried,184721,157166,59855,97311,True,1631797,13694,13861,416414,False,None,Low,Pay Debt,Retirement,Poor
49,Salaried,37700,18715,10614,8101,False,0,0,18985,401591,False,None,Low,Vacation,Buy House,Good
47,Business,43210,31246,16579,14667,True,199336,11873,91,470017,False,None,High,Pay Debt,Start Business,Poor
39,Self-employed,13538,6053,1266,4787,True,1837837,33931,0,314037,True,FD,High,Buy Car,Wealth Creation,Poor
39,Student,131020,94473,53098,41375,True,1858578,27832,8715,495464,True,Stocks,High,Buy Car,Kids Education,Poor
52,Business,96833,38959,20979,17980,False,0,0,57874,343291,False,None,Moderate,Pay Debt,Wealth Creation,Good
25,Self-employed,103363,45084,19095,25989,True,1103060,12800,45479,59486,True,Crypto,High,Pay Debt,Retirement,Average
51,Retired,24566,16358,7016,9342,True,1742559,18199,0,464646,False,None,High,Pay Debt,Wealth Creation,Poor
43,Business,74898,44282,22064,22218,True,1147331,32577,0,58829,False,None,High,Emergency Fund,Wealth Creation,Poor
59,Salaried,77312,53144,16986,36158,False,0,0,24168,419851,True,None,High,Vacation,Wealth Creation,Good
28,Self-employed,63377,47765,14353,33412,False,0,0,15612,493178,True,None,High,Buy Car,Retirement,Good
36,Retired,160089,67323,27569,39754,False,0,0,92766,424797,False,None,Moderate,Vacation,Start Business,Good
53,Business,144363,112449,51671,60778,True,1847982,3778,28136,287089,True,Gold,Low,Vacation,Start Business,Average
38,Self-employed,149247,64554,31604,32950,True,673105,25071,59622,236981,False,None,High,Buy Car,Buy House,Good
51,Salaried,188753,160620,62640,97980,False,0,0,28133,330665,False,None,Low,Buy Car,Wealth Creation,Average
22,Salaried,161207,98126,32871,65255,False,0,0,63081,302345,True,Mutual Funds,High,Buy Car,Retirement,Good
37,Student,24929,17067,8746,8321,False,0,0,7862,351866,False,None,High,Emergency Fund,Wealth Creation,Good
53,Student,82538,71915,41234,30681,True,1884923,19839,0,494341,True,Stocks,Moderate,Pay Debt,Start Business,Poor
38,Self-employed,13459,5457,2307,3150,True,1765195,42612,0,438504,False,None,Moderate,Emergency Fund,Retirement,Poor
40,Business,162656,77936,41166,36770,False,0,0,84720,382432,True,Gold,Low,Vacation,Kids Education,Good
36,Retired,30392,24471,8313,16158,True,1907206,37823,0,297562,False,None,High,Upgrade Lifestyle,Kids Education,Poor
20,Salaried,28698,21997,10981,11016,False,0,0,6701,478628,False,None,Moderate,Emergency Fund,Wealth Creation,Good
33,Salaried,30056,26693,9454,17239,False,0,0,3363,19121,False,None,High,Vacation,Buy House,Average
21,Self-employed,116552,86663,32085,54578,False,0,0,29889,140509,True,Real Estate,Low,Emergency Fund,Wealth Creation,Average
48,Self-employed,102331,61758,36648,25110,False,0,0,40573,276297,True,Crypto,Moderate,Buy Car,Buy House,Good
34,Student,193114,99392,29079,70313,False,0,0,93722,366022,True,Gold,Moderate,Pay Debt,Buy House,Good
26,Student,60763,48084,15241,32843,False,0,0,12679,68325,False,None,Moderate,Buy Car,Retirement,Average
20,Retired,194648,139275,55039,84236,False,0,0,55373,211029,False,None,Moderate,Buy Car,Buy House,Average
41,Student,88123,76361,39010,37351,True,1222246,31382,0,251969,False,None,Low,Pay Debt,Kids Education,Poor
24,Retired,47013,34968,9610,25358,True,895010,6385,5660,114418,True,Mutual Funds,Low,Emergency Fund,Wealth Creation,Average
27,Business,26721,22137,10198,11939,False,0,0,4584,139634,False,None,Low,Emergency Fund,Wealth Creation,Average
44,Business,108159,84707,32445,52262,True,646933,8890,14562,292580,False,None,Low,Pay Debt,Start Business,Average
25,Student,116560,61774,17597,44177,True,1258449,8247,46539,130318,True,None,High,Pay Debt,Start Business,Average
43,Student,33235,19692,8219,11473,True,1263827,6649,6894,7039,False,None,Low,Buy Car,Buy House,Average
57,Retired,194107,136629,56103,80526,True,896018,42601,14877,378511,True,Real Estate,Low,Upgrade Lifestyle,Retirement,Poor
32,Self-employed,60892,35531,7618,27913,False,0,0,25361,457417,True,Real Estate,Moderate,Emergency Fund,Kids Education,Good
57,Business,31006,18086,3727,14359,True,1884653,27359,0,468201,True,Gold,High,Vacation,Wealth Creation,Poor
53,Retired,113272,62343,31539,30804,True,273555,4211,46718,105105,True,Gold,High,Emergency Fund,Kids Education,Average
47,Student,161898,134526,64395,70131,False,0,0,27372,126017,False,None,High,Upgrade Lifestyle,Wealth Creation,Average
53,Self-employed,44123,23387,10057,13330,False,0,0,20736,394293,True,Crypto,High,Upgrade Lifestyle,Buy House,Good
31,Salaried,55079,48510,24253,24257,False,0,0,6569,79711,False,None,High,Upgrade Lifestyle,Wealth Creation,Average
51,Student,15883,11004,4108,6896,True,886524,14631,0,46002,True,Gold,High,Emergency Fund,Buy House,Poor
45,Business,14804,7444,1824,5620,False,0,0,7360,151366,True,FD,Low,Vacation,Wealth Creation,Good
58,Student,75977,65315,13877,51438,False,0,0,10662,378441,True,Real Estate,Moderate,Pay Debt,Buy House,Average
42,Business,138869,122454,28307,94147,False,0,0,16415,339223,True,Real Estate,Moderate,Emergency Fund,Retirement,Average
28,Student,41056,35399,10951,24448,True,1691581,49638,0,435167,False,None,Low,Buy Car,Wealth Creation,Poor
48,Retired,151338,105090,52238,52852,False,0,0,46248,239312,False,None,High,Emergency Fund,Buy House,Average
50,Business,85701,35042,14939,20103,True,938567,43743,6916,485602,False,None,Low,Buy Car,Buy House,Poor
25,Self-employed,189199,124487,26643,97844,True,1702188,44921,19791,125147,True,Real Estate,Moderate,Vacation,Buy House,Average
45,Retired,13924,11989,7036,4953,False,0,0,1935,351110,False,None,High,Vacation,Kids Education,Average
25,Self-employed,188881,142345,72183,70162,True,960971,14164,32372,100296,True,None,High,Pay Debt,Kids Education,Average
55,Self-employed,63071,33776,18589,15187,False,0,0,29295,144558,True,FD,Low,Emergency Fund,Wealth Creation,Good
31,Self-employed,21940,16067,4488,11579,False,0,0,5873,268174,False,None,Moderate,Emergency Fund,Start Business,Good
33,Salaried,126351,54590,31978,22612,False,0,0,71761,92334,False,None,Moderate,Pay Debt,Start Business,Average
43,Retired,194786,131553,69889,61664,True,1005527,46285,16948,444736,True,Real Estate,Low,Vacation,Start Business,Poor
24,Student,100202,84243,30327,53916,False,0,0,15959,475218,False,None,High,Emergency Fund,Retirement,Average
30,Self-employed,95933,55930,12458,43472,False,0,0,40003,483502,False,None,Low,Emergency Fund,Kids Education,Good
28,Self-employed,132629,75839,15838,60001,True,665025,2894,53896,114772,False,None,High,Emergency Fund,Buy House,Average
34,Business,172566,130843,40717,90126,True,221928,13009,28714,198164,False,None,High,Upgrade Lifestyle,Wealth Creation,Average
22,Business,13246,10140,4351,5789,False,0,0,3106,288972,False,None,Low,Pay Debt,Wealth Creation,Good
35,Student,44900,22295,9007,13288,True,1835726,15242,7363,10761,False,None,Moderate,Upgrade Lifestyle,Wealth Creation,Average
40,Business,58779,25149,11027,14122,False,0,0,33630,389950,False,None,Moderate,Vacation,Buy House,Good
20,Self-employed,37209,27865,7326,20539,False,0,0,9344,387752,True,Mutual Funds,High,Upgrade Lifestyle,Kids Education,Good
59,Self-employed,98669,49302,23433,25869,False,0,0,49367,87155,False,None,Low,Upgrade Lifestyle,Buy House,Average
28,Student,63398,29809,14416,15393,False,0,0,33589,31479,False,None,Moderate,Emergency Fund,Wealth Creation,Average
28,Retired,33210,18239,10405,7834,True,1331594,29551,0,170215,False,None,High,Buy Car,Start Business,Poor
59,Student,60854,26949,7906,19043,True,1745822,32299,1606,220093,False,None,Low,Upgrade Lifestyle,Start Business,Poor
40,Student,133179,92723,26188,66535,False,0,0,40456,301319,False,None,Low,Emergency Fund,Wealth Creation,Good
35,Salaried,181700,105932,51251,54681,False,0,0,75768,232682,True,Stocks,High,Pay Debt,Buy House,Average
57,Retired,151553,120718,72336,48382,True,1302763,12185,18650,401630,True,Real Estate,Low,Upgrade Lifestyle,Kids Education,Average
24,Business,74186,49392,18022,31370,True,1404702,17856,6938,197034,False,None,Moderate,Buy Car,Kids Education,Poor
58,Student,133484,118853,30744,88109,True,159081,46599,0,488819,True,Crypto,Low,Vacation,Kids Education,Poor
40,Salaried,10316,8083,4481,3602,True,1802435,36796,0,181579,False,None,Low,Pay Debt,Retirement,Poor
59,Self-employed,85825,59342,20907,38435,False,0,0,26483,327752,True,Real Estate,High,Vacation,Retirement,Good
51,Student,114904,99577,39072,60505,False,0,0,15327,166272,True,Stocks,High,Vacation,Wealth Creation,Average
37,Salaried,143956,92334,54112,38222,True,666305,4194,47428,167369,False,None,Low,Upgrade Lifestyle,Buy House,Average
41,Student,22640,15360,6063,9297,False,0,0,7280,134127,True,Crypto,High,Emergency Fund,Retirement,Good
39,Business,181815,128440,46796,81644,True,594615,11277,42098,421253,True,None,Moderate,Emergency Fund,Start Business,Good
46,Self-employed,143755,82401,32911,49490,False,0,0,61354,265232,False,None,Low,Emergency Fund,Buy House,Good
21,Business,121897,83852,29175,54677,False,0,0,38045,168737,False,None,Low,Vacation,Retirement,Average
54,Self-employed,172583,124637,40585,84052,True,183436,2246,45700,411299,False,None,Low,Buy Car,Kids Education,Good
36,Salaried,195056,156872,76729,80143,True,1563594,41988,0,67849,True,Mutual Funds,Low,Upgrade Lifestyle,Retirement,Poor
22,Student,129714,55399,20866,34533,True,324344,11170,63145,429533,True,Gold,High,Buy Car,Retirement,Good
37,Business,132442,71222,32426,38796,True,1968707,35835,25385,468230,False,None,High,Upgrade Lifestyle,Buy House,Average
31,Business,39697,32530,13904,18626,False,0,0,7167,415877,True,None,Moderate,Emergency Fund,Retirement,Average
39,Retired,194323,164307,58221,106086,False,0,0,30016,65408,False,None,Moderate,Emergency Fund,Kids Education,Average
58,Student,113816,73578,39389,34189,True,441233,4908,35330,48450,True,Crypto,Moderate,Upgrade Lifestyle,Wealth Creation,Average
50,Student,44847,32641,16707,15934,False,0,0,12206,398961,True,Gold,High,Upgrade Lifestyle,Retirement,Good
33,Salaried,24773,17379,6822,10557,True,896068,7157,237,206636,False,None,High,Buy Car,Buy House,Poor
49,Business,151060,88003,22734,65269,False,0,0,63057,463162,False,None,Low,Buy Car,Start Business,Good
57,Student,117113,78098,20118,57980,False,0,0,39015,115767,False,None,Moderate,Upgrade Lifestyle,Kids Education,Average
57,Business,145020,121218,43759,77459,False,0,0,23802,280016,False,None,Low,Emergency Fund,Retirement,Average
57,Salaried,68201,30665,11696,18969,False,0,0,37536,269895,True,Stocks,Moderate,Upgrade Lifestyle,Wealth Creation,Good
36,Student,97455,82658,22270,60388,False,0,0,14797,498523,True,Mutual Funds,Low,Pay Debt,Start Business,Average
25,Salaried,15249,6853,3983,2870,False,0,0,8396,104111,False,None,Moderate,Buy Car,Wealth Creation,Good
48,Student,23211,19390,10271,9119,True,103916,37121,0,283090,True,Gold,Low,Emergency Fund,Start Business,Poor
30,Retired,96963,52344,30560,21784,True,1782868,32269,12350,403277,True,Mutual Funds,Low,Pay Debt,Kids Education,Average
52,Student,114342,91501,36410,55091,True,1546009,43984,0,363794,True,Stocks,Low,Vacation,Kids Education,Poor
24,Salaried,172812,138901,38874,100027,False,0,0,33911,250149,False,None,High,Emergency Fund,Retirement,Average
30,Salaried,143807,70397,17759,52638,True,1326801,9119,64291,28736,True,None,Low,Vacation,Wealth Creation,Average
53,Self-employed,172614,149903,64082,85821,True,1601920,26602,0,379887,True,None,Low,Upgrade Lifestyle,Buy House,Poor
26,Self-employed,165168,71864,16195,55669,True,217995,14538,78766,160519,False,None,Low,Vacation,Wealth Creation,Average
25,Student,83638,58626,34138,24488,False,0,0,25012,358987,True,Stocks,Low,Upgrade Lifestyle,Start Business,Good
48,Business,127604,60861,27383,33478,False,0,0,66743,194833,False,None,Moderate,Buy Car,Kids Education,Good
53,Student,112133,46432,10131,36301,True,357085,19310,46391,119453,True,None,Low,Pay Debt,Wealth Creation,Average
35,Self-employed,186702,166319,84668,81651,True,339845,49914,0,161604,True,Mutual Funds,Moderate,Upgrade Lifestyle,Retirement,Poor
41,Salaried,183518,115804,48962,66842,True,1956332,23997,43717,10554,False,None,Low,Emergency Fund,Wealth Creation,Average
21,Salaried,107224,65306,27047,38259,False,0,0,41918,141688,True,Real Estate,Moderate,Buy Car,Wealth Creation,Average
34,Self-employed,68375,31943,13332,18611,False,0,0,36432,467672,False,None,Low,Buy Car,Start Business,Good
27,Student,138873,114152,39881,74271,False,0,0,24721,57613,True,FD,Moderate,Pay Debt,Kids Education,Average
38,Business,78652,49047,26284,22763,True,1783511,5394,24211,493143,True,None,Low,Vacation,Retirement,Good
50,Business,24927,13952,5748,8204,True,376075,13532,0,250566,True,Stocks,Moderate,Buy Car,Wealth Creation,Poor
53,Business,196555,122170,45647,76523,True,1880214,33328,41057,67393,True,Real Estate,Moderate,Emergency Fund,Wealth Creation,Average
28,Retired,196042,114843,62022,52821,True,924136,7196,74003,297883,False,None,Moderate,Pay Debt,Retirement,Average
28,Student,139006,61037,22901,38136,False,0,0,77969,367818,False,None,High,Buy Car,Kids Education,Good
55,Retired,163769,113509,66863,46646,False,0,0,50260,424687,False,None,High,Pay Debt,Kids Education,Good
49,Business,189470,125478,71428,54050,True,356728,48526,15466,16298,True,Mutual Funds,Moderate,Emergency Fund,Kids Education,Poor
49,Business,82822,72866,39601,33265,True,1957473,17934,0,31614,False,None,Low,Buy Car,Buy House,Poor
23,Student,149593,130610,75222,55388,True,746597,20491,0,485778,False,None,High,Buy Car,Wealth Creation,Poor
31,Salaried,182079,90645,39922,50723,True,1436111,5330,86104,247972,False,None,High,Buy Car,Buy House,Average
21,Retired,33132,25258,13499,11759,True,56573,27367,0,9094,True,Stocks,High,Pay Debt,Retirement,Poor
48,Retired,65249,37672,12320,25352,False,0,0,27577,319530,False,None,High,Upgrade Lifestyle,Buy House,Good
